video_id,author,comment,published_at
Tl6fDFA4xNI,@bangjagau1059,Hati hati korupnya kegedean,2025-04-23T05:40:48Z
Tl6fDFA4xNI,@rigormortis6969,susunan formasi yang gila,2025-04-22T05:59:51Z
Tl6fDFA4xNI,@imamagusfaizal6624,"Keren bang
Kebanyakan penyakit warga Indonesia blm apa2 sdh digoreng, dicaci sana sini dan diremehkan 
Abangnya bener2 objektif menjelaskan peluang dan kehancuran opsi ini",2025-04-21T12:02:41Z
Tl6fDFA4xNI,@domisol.04,"Alam bumi Nusantara sangat kaya raya, dan itu cukup untuk modal kemakmuran rakyat.
Why kog cari modal baru??
1. Apakah modal alam itu sdh di kuasai oknum tertentu-kog sampek cari modal virtual lain yg frigid???
2. Bagaimana kredible pengurus di dalamnya dr track recordnya ???
3. Kog pengawas nya - dr parpol dan hanya 3 parpol, apakah next - aturan pemilu hanya max 3 parpol - lumayan mengurangi biaya pilu???

warga/netizen +62 juga manusia.
Pleasseeee...buat para ngurus danantara - jika maaih punya hati, manusiakan warga +62
🙏🙏🙏",2025-04-18T18:50:15Z
Tl6fDFA4xNI,@jailanimakasihdoanyasemuan2337,Akibat nya ditimbang akibatnya bencana dimana tiap eso  palu dongalah,2025-04-18T15:18:22Z
Tl6fDFA4xNI,@nyawataruhan,bg pemikiran mu good untuk Indonesia maju,2025-04-18T14:02:01Z
Tl6fDFA4xNI,@rahmatnews9948,"Tugas pemerintah saat ini adalah gimana caranya meningkatkan, pendapatan perkapita Indonesia, pertumbuhan massal manufaktur dan index pembangunan manusia (IPM) . #danantara #indonesiaemas2045",2025-04-16T17:52:23Z
Tl6fDFA4xNI,@Khalif223,"Good 


Ini tempat diskusi gimna caranya dapat 100jt pertama 😊😊😊",2025-04-15T10:19:08Z
Tl6fDFA4xNI,@Dajjal-o7x,Dengn karkter orng di bangsa ini saya tidak yakin,2025-04-14T08:35:44Z
Tl6fDFA4xNI,@PunyaMobilimpian,"kesannya kayak dipaksakan ya ini danantara, harus sekarang dibuat",2025-04-14T07:28:51Z
Tl6fDFA4xNI,@nusantaranews8908,"Jika pendidikan itu baik...tidak mungkin ada tempat kursus di luar jam sekolah
..PASTI ADA MAFIANYA",2025-04-14T02:31:44Z
Tl6fDFA4xNI,@bagusnilajaerchannel9470,Mantab gebrakan pak prabowo  dan harus transparan ya pak 🙏❤❤👍👍,2025-04-14T01:12:32Z
Tl6fDFA4xNI,@yenikasmira2103,𝓧𝓤𝓧𝓤4𝓓 emang the best dah kalau kek gini autoo jadi sultan !!,2025-04-13T14:27:27Z
Tl6fDFA4xNI,@babyluna8,koruptor dbasmi dlu..jd klo bahas bisnis dana dll yg brkaitan dgn uang bakal lebih an dan lebih memungkinkan menarik kepercayaan dan optimisme,2025-04-13T14:04:08Z
Tl6fDFA4xNI,@bayunosgaming,"Bang Raymond, U berharap agar mereka amah, sayapun, semua orangpun sama, TAPI SELAMA PARA KORUPTOR MASIH BERNYAWA, DAN ANGGOTA DPR YG SELALU MEMBUAT UU UNTUK KEPERLUAN MEREKA PRIBADI, DAN SELALU MENGHAMBAT UU PERAMPASAN ASET ATAU HUKUMAN MATI UNTUK PARA KORUPTOR MAKA HARAPAN ITU HANYA 0,01%, Faktanya Demikian, tapi jika memang tujuannya utk kesejahteraan seluruh rakyat siapa yg tidak setuju, tpi paling tidak yg Harus jelas di perlihatkan adalah TRANSPARANSI, JIKA TERTUTUP ITU HANYA AKAN JADI BAHAN UNTUK KERAKUSAN MEREKA YG TIDAK AMANAH.😒",2025-04-13T11:54:33Z
Tl6fDFA4xNI,@julfaas9522,Aamiin❤😢,2025-04-13T05:18:16Z
Tl6fDFA4xNI,@Anak_Firstborn,Islam Danantara,2025-04-12T21:52:46Z
Tl6fDFA4xNI,@mohdhafidzmohdnoh7034,Ada fakta yang tak benar pasal imdb,2025-04-12T15:26:54Z
Tl6fDFA4xNI,@Fairy99900,Ga boleh gagal tapi jokodok dan kroninya dilindungi kemenkeu TPPU. PLN. PERTAMINA ini bukti kebocoran uang negara,2025-04-12T06:26:59Z
Tl6fDFA4xNI,@romimunggaran7094,"Returning here 2 years after I first saw the video, I realised just now how much I have learnt. I am so grateful for your channel, everytNice tutorialng",2025-04-11T12:18:11Z
Tl6fDFA4xNI,@donihermansyah8221,Bang gabung Ama Malaka?,2025-04-11T06:19:59Z
Tl6fDFA4xNI,@HibatullahPrhabuWidiasmara,"SUMBER DANA DANANTARA , SEBAGAI SUPER HOLDING ; BISA DI CREATE DARI  RAKYAT YG BERKEMAMPUAN & PENGUSAHA BESAR, DG CATATAN HARUS BENTUK BADAN USAHA PERSERO 
KETIDAK NYAMANAN INVESTOR SUMBER DANA AWAL DI COLLECT DR  DEVIDEN BUMN , YG SEHARUSNYA MASUK DLM POSTUR APBN , SHG BERPOTENSI PENYELEWENGAN OLEH  EXECUTIVE NOTABENE PEJABAT PEMERINTAH & EX PEJABAT & PENGURUS PARPOL / EX PRESIDEN RI & PRESIDEN RI SAAT INI ? PASAR MODAL & INVESTOR BUTUH KEPERCAYAAN & DUKUNGAN YG RIIL DI LAPANGAN , BUKAN LEMBAGA KEUANGAN BARU ...SWF ERA BP JOKOWI SDH DIBENTUK INA , KENAPA TDK DIOPTIMALKAN 😢",2025-04-10T20:51:11Z
Tl6fDFA4xNI,@almujahidinlempake,"DANANTARA ini program pengorbanan diri ""mereka"" kepada Indonesia, khususnya rakyat Indonesia. Yg menjalankan harus bener2 konsen dengan itu. Apakah ""mereka"" yg menjalankan mampu berkorban? Setidaknya mengambil secuil keuntungan saja untuk mengisi perut, bukan untk memperkaya rayakan diri.",2025-04-10T14:50:13Z
Tl6fDFA4xNI,@GuGod-ww4pl,Sya cuma berdoa agar progam ini bisa memajukan masyarakat indonesai,2025-04-10T13:58:17Z
Tl6fDFA4xNI,@gesriArdo,"Danantara, Investasi dari negara untuk talang kerugian perusahaan pribadi pejabat,  yang kalau nanti collabs perusahaan pribadinya, bisa di suntik dari dana danantara. Mudah-mudahan salah cara tafsir saya.",2025-04-10T06:41:03Z
Tl6fDFA4xNI,@LCM7791,saya salut sama saudaraku Raymon chin...pengamatan yg penuh realitas dlm setiap konten menandakan anda cinta pada negara ini dan itu sama dgn anda peduli ke saudara anda seluruh rakyat Indonesia.Salam dari lombok barat saudaraku!!!,2025-04-09T15:20:21Z
Tl6fDFA4xNI,@JajaYudima,salut sama 【﻿ＢＥＴＵＬ８８】on time terus,2025-04-09T05:45:03Z
Tl6fDFA4xNI,@p5boergaming239,"Saya berpesan kalo besok2 waktu pencoblosan pemilu pilkada dan lain2 jangan mencoblos PDIP, trima kasih",2025-04-09T05:07:52Z
Tl6fDFA4xNI,@NdhlahomMandhlahom,"MENGERIKAN DAN JIKA GAGAL DALAM TATA KELOLANYA .... 
BAIL OUT",2025-04-08T10:44:51Z
Tl6fDFA4xNI,@YaslanJemaring,Stop mapiah. Di th 2025 ke depan rakyat ingin merdeka. Aamiin,2025-04-08T06:56:10Z
Tl6fDFA4xNI,@iwendaffa,"4:15
Raymond.
Apa nama Pabrik Semikonduktor 1986, yang ada di Indonesia tersebut...?",2025-04-08T06:52:31Z
Tl6fDFA4xNI,@upyriotrudeboy7476,Danantara berbagi kue terbesar untuk para pejabat.,2025-04-07T13:54:36Z
Tl6fDFA4xNI,@muhamadazhar7086,"Trimakasih Bang,",2025-04-07T02:32:44Z
Tl6fDFA4xNI,@yantiflorida2808,Perbaiki hukum indo yg pincang dan berpihak pd koruptor..,2025-04-07T01:32:29Z
Tl6fDFA4xNI,@rakyatjelata-m7k,"Smoga danantara, bukan jadi sarang korupsi gaya baru",2025-04-06T23:47:06Z
Tl6fDFA4xNI,@rakyatjelata-m7k,"Seperti pisau bermata dua, tinggal siapa yg memegang, bisa untuk memasak dan bermanfaat, tp bisa untuk menusuk dan membunuh bagi penjahat",2025-04-06T23:45:32Z
Tl6fDFA4xNI,@ZeeikoSR12,Tanda tanya besar knp jd ada pak joko???  Pesimis kalau masih di bawah kendali pakde 😢,2025-04-06T17:23:10Z
Tl6fDFA4xNI,@senoaji8906,"Emang harus transparan sih dananatara ini. Ini nilainya udh gedek banget. Kalo emang sampek di korup lagi. Dah gak tau indonesia bakal jadi apa. Kalo kata pak gusdur Indonesia gak kekurangan orang"" Pinter، hanya hall nya kekurangan orang jujur.",2025-04-06T14:23:29Z
Tl6fDFA4xNI,@AryengKadiri,"Mo jadi cerdas dan antusias nontonin lu bang..
Tp iklan gue malah donasi penghapal Alquran wkwkwkk 😅😂 sktika gue ketawa",2025-04-06T11:43:25Z
Tl6fDFA4xNI,@nurhidayah5223,🆇🆄🆇🆄4🅳 aja yang bikin betah dari pada yang lain,2025-04-05T08:22:54Z
Tl6fDFA4xNI,@Aniiluyaki,"Banyaknya media yang muncul,saya pribadi menjadi terombang ambing dengan informasi yang beredar. Dengan videomu bang sedikit membawa pencerahan bahwa setiap pemimpin negara pasti ada kelebihan dan kelemahan. Banyaknya ketidakpercayaan rakyat pda pemerintah karena ulah beberapa okmum dari menteri atau DPR mungkin yang tidak pro rakyat lagi semoga presiden kita bisa mematahkan asumsi negatif rakyat, dan membawa indonesia lebih bersinar lagi. Itu juga harapanku bang.",2025-04-05T04:48:59Z
Tl6fDFA4xNI,@hasnawatibkn3265,memang paling ngeriii dah kalau 🆇🆄🆇🆄4🅳 ini nyaman terusss,2025-04-04T16:19:55Z
Tl6fDFA4xNI,@JacobJacob-y9q,"Hahahaa.......bumn aja gak beres2, sebelum danantara, bumn aja deh di bener in dulu, gak usah byk gaya.... bullshitttt",2025-04-04T11:36:57Z
Tl6fDFA4xNI,@Thaniaaaa-y1i,baru di menit 3:03 sudah ada boscuan303 mudah pecah,2025-04-04T08:39:38Z
Tl6fDFA4xNI,@muhammadhilmirois678,"Klo dipegang kang mul bisa bisa dipake utk 2029. 
Mohon presiden utk kawal betul",2025-04-04T03:27:48Z
Tl6fDFA4xNI,@dreamin2920,"Menurut gua apa yang udah elu lakukan udah baik. Belajar dan menerima kesalahan. Memberikan ilmu dan ide dalam posisi yang netral memang berat, tapi gua yakin elu bisa menghadapinya Bang Raymond. Semangat",2025-04-03T22:57:10Z
Tl6fDFA4xNI,@seputarmobilelegendss,👍,2025-04-03T18:51:31Z
Tl6fDFA4xNI,@AndrewOne-i2e,Oke,2025-04-03T17:00:16Z
Tl6fDFA4xNI,@wilmarsimajuntak8736,"STM saja ada ART, RUPS. Danantara Lamgsung Launching. Terbang....kelangit...merocket",2025-04-03T16:40:51Z
Tl6fDFA4xNI,@wilmarsimajuntak8736,"Kalau Danantara hny bank data, tempat pelaporan, diterima akal. Namun jika Danantara berperan sebagai Bank  penyimpanan uang, centre of money/dana dari Danantara gucur ke APBN ???? Tuk apa lg ada Departemen. APBN,Menteri ? Langsung saja kucurkan ke Kontraktor.. kan handle hilirisasi dll, sekalian saja Danantara handle Reksa Dana, dunia Gambling. Mgkn di tangan Org org pintar yg ada di Danantara bisa lepas dari $. Para Pemikir, hrs mampu.kan. baru daftar ke Brics.",2025-04-03T16:29:35Z
Tl6fDFA4xNI,@wilmarsimajuntak8736,"Ada Systim, hrs ada Prosedur, Mn Mannual Mutu, Mana Manajemen Mutunya, IK 😍 Instruksi Kerjanya. Soalnya Tbk tentu hrs bisa diikuti Warga, bebas beri saran. Mudah mudahan Sukses, kalo sebaliknya, malulah.Dan Perekonomian  RI akan hancur . Under line ; bebas diikuti, di check oleh siapa pun. Tlg diperlihatkan systim, dan Prosedur krjnya kpd Rakyat RI.jgn hny Visi Misi doang.",2025-04-03T16:07:34Z
Tl6fDFA4xNI,@permatarubby9622,TRASPARANSI ????  AWAL BISA LAH..😅 PERTENGANGAN ?? RAHASIA NENGARA...😅😅😅,2025-04-03T16:07:33Z
Tl6fDFA4xNI,@johnbogo3932,Semuga Allah nerestui dan sejalur perancangan Allah.semuga umur panjang yg berkah..,2025-04-03T15:47:01Z
Tl6fDFA4xNI,@alexmars3812,KALAU HANYA PRABOWO MUNGKIN BISA TAPI KALAU DIBAYANGI SBY SRI  JOKO PASTI TARIK ULUR POLITIK UNTUK MENGUNCI KEKUASAAN,2025-04-03T15:41:42Z
Tl6fDFA4xNI,@TyoBaskara,Sulit dipercaya selama korupsi masih di berdayakan,2025-04-03T12:37:52Z
Tl6fDFA4xNI,@regiennadh.8753,"Pengen banget gak skeptis, tapi kembali lagi track recordnya...",2025-04-02T12:21:27Z
Tl6fDFA4xNI,@Bluesnotchanneltwo,"...bagīmana  mungkīn  tīdak  gagal,  wong  banyak  `EX-KORUPTOR  (mantan  tīkus²  berdasī)  dīdalamnya,  sangat  mustahīl  kalo  tīdak  gagal❕️",2025-04-02T07:08:26Z
Tl6fDFA4xNI,@securitybreach1151,"Kalo danantara berhasil, kita hanya memiliki saham dong, kita sendiri nggak kemana² juga?, kalo kita nggak kemana² nilai rupiah semakin turun sama aj dong bang?",2025-04-02T01:08:35Z
Tl6fDFA4xNI,@jafarabdullah7619,"""Kita tidak akan mengemis"" tapi faktanya memeras rakyat sendiri, sampe hotel om gw bangkrut, beberapa tempat pariwisata bangkrut wkwkwk. Sehat sehat deh lu wo, kalo mati pengganti lu gibran soalnya",2025-04-01T20:07:51Z
Tl6fDFA4xNI,@sakinah_centil,"Danantara adalah uang negara yang dikumpulkan untuk memajukan masyarakat.
Cuma masalahnya harus tepat dan momentumnya harus tepat.
Kalo gagal siap"" negara ini mungkin bisa bangkrut.
Saya berdoa mudah""n usaha negara berhasil..
Dan kita bisa maju bersama.",2025-04-01T15:46:49Z
Tl6fDFA4xNI,@YYY.4340,"Tadi liat sepulang sekolah, dan infonya taksin jadi penasihat danantara? Kalo kayak gini masih ok ga sih beli obligasi?",2025-04-01T15:05:55Z
Tl6fDFA4xNI,@Ahliana-z9l,Teori danantara bagus tapi tidak yakin dengan pejabatnya. Bagaimana mau yakin undang² aja mereka atur sedemikian rupa untuk kepentingannya,2025-04-01T04:48:03Z
Tl6fDFA4xNI,@adhytiacipto8616,Smoga indonesia bisa maju tanpa korupsi,2025-03-31T18:07:37Z
Tl6fDFA4xNI,@KesihSukesih-hr9zu,"Kalau pemerintah berat untuk mengesah kn uu hukuman mati bagi koruptor setidakny Beri jangka waktu 2 bulan para koruptor mengakuin ny,jgn di hukum cuma suruh kembalikan uang ny ajah,,,setelah jangka waktu habis uu hukuman mati harus di terapkn jika ketahun masih aja ad korupsi,,harus hukum mati....sy rasa ini lebih manusiawi krna d beri kesempatan dulu...",2025-03-31T10:12:04Z
Tl6fDFA4xNI,@cahyaarfian,Bakal jadi kasus korupsi terbeesar ini pasti,2025-03-31T01:16:54Z
Tl6fDFA4xNI,@khunediskadiska372,Sebagai rakyat Malaysia yang mendapat 1MDB itu adalah mimpi buruk dan bencana untuk kami . Moga warga negara Indonesia berjaya dunia dan akhirat,2025-03-31T00:10:40Z
Tl6fDFA4xNI,@khaerulahmad8307,"Nasionalismemu luar biasa bang, bangsa membutuhkan orang orang seperti ini untuk mencerahkan, bukan seperti yang lain yang hanya menjelekkan dan memperburuk keadaan, terima kasih bang",2025-03-30T09:43:42Z
Tl6fDFA4xNI,@tlmpedia,"Seseorang bijaksana ketika dipertemukan dengan seseorang yang meminta makanan bukan hanya akan memberikan ikan, akan tetapi memberikan pancingan dan alat untuk dia mencari ikan. Makan gratis alangkah dikesampingkan dan fokus pengelolaan baik dan benar di danantara, ketika hal tersebut settle bisa memberikan makan berupa lapangan kerja bagi orang-orang, dari situ anak-anak akan makan bergizi juga di tiap keluarga nya.",2025-03-30T05:27:20Z
Tl6fDFA4xNI,@gothicGirl202314,Auto pindahin saldo dari mandiri... Kabuuuuur....,2025-03-29T12:14:19Z
Tl6fDFA4xNI,@vrm0076,"Sektor pendidikan, sedang d dobrak oleh broron, semangat.🎉🎉🎉",2025-03-29T07:54:46Z
Tl6fDFA4xNI,@rahmatseptian,"Selama tidak ada RUU Perampasan Aset dan track record maraknya kasus korupsi di Indonesia, mohon maaf semoga tidak menjadi seperti yang terjadi di negara tetangga. Nice video bang anw 🙏",2025-03-29T05:37:03Z
Tl6fDFA4xNI,@hanunhanun3236,Mak2 yg awam seperti saya menganggapa ini mah wadah Korupsi Sebesar2nya krn Kebal hukum. Money laundry tggal pilih seleb nntinya.cmiiw.,2025-03-29T01:36:03Z
Tl6fDFA4xNI,@hanunhanun3236,Ga setuju MBG krn itu ga efektif. Karena kt dr Tifa nnti dagingnya diksih yg Sintetis.Msuk dlm jebakan Global again.,2025-03-29T01:31:37Z
Tl6fDFA4xNI,@hanunhanun3236,Pernah dngar dulu ini dari Bos Sontoloyo. So undang MWP donk. Apkah ini fase TINA.,2025-03-29T01:29:38Z
Tl6fDFA4xNI,@hanunhanun3236,"Km ngomongnya super cepet bgt.Smartnya kliatan. Yg dtggu setelah chanel om Roger.

Trims ya, dah bahas ini.",2025-03-29T01:28:05Z
Tl6fDFA4xNI,@wargasipiliq,keren❤,2025-03-28T18:49:55Z
Tl6fDFA4xNI,@yusufhendarno5687,"Selama kita terjebak dalam fanatisme berlebihan, selain itu masih banyak yg bermental bansos serta gk ada hukuman mati buat koruptor, jangan pernah berharap indonesia maju.",2025-03-28T15:14:48Z
Tl6fDFA4xNI,@kunebi99,Keren banget penyampaian materi dan visual editing videonya 👏👏👏,2025-03-28T14:10:06Z
Tl6fDFA4xNI,@sifaatulwakiah9201,🎉🎉🎉,2025-03-28T12:43:26Z
Tl6fDFA4xNI,@Medinakhaira,Transparan ??tapi BPK nggak bisa masuk?? 😂😂,2025-03-27T17:45:18Z
Tl6fDFA4xNI,@ardianmustika8062,"Dg BPK dan KPK tidak bisa mengawasi
Sudahlahh jangan berharap DANANTARA ini bakal jujur dan transparan

Keserakah orang2 di dalamnya saja sudah terlihat

Sebaiknya tarik dana dana kalian di Mandiri BRI BNI,, bukan menakut2i tapi jaga2
Karena endingnya rakyatlah yg menanggung kegagalan dr projek pemerintah",2025-03-27T05:34:37Z
Tl6fDFA4xNI,@desiintania4144,"Harusnya sah kan dulu UU Perampasan harta dan aset koruptor, baru kita sebagai masyarakat bisa ada trust ke Danantara.",2025-03-27T01:21:11Z
Tl6fDFA4xNI,@raverafebriyani9814,Semangat..hebat ko.semoga sesuai harapan.,2025-03-26T15:53:39Z
Tl6fDFA4xNI,@rinafitrianaamran8094,jangan sampai investasinya buat ke IKN,2025-03-26T05:32:03Z
Tl6fDFA4xNI,@rhizomastory,Daging semua pembahasannya mantap,2025-03-25T21:49:39Z
Tl6fDFA4xNI,@SYAIFULROHMAN-zo4pc,Hurraaaaaa😂,2025-03-25T18:03:55Z
Tl6fDFA4xNI,@bantuactions,keren itu simple,2025-03-25T16:41:02Z
Tl6fDFA4xNI,@UlikUlik123,𝐗𝐔𝐗𝐔𝟒𝐃 memang mntep dah bikin setiap hari tetap setia aja nih,2025-03-25T13:36:56Z
yjMq_VX7Jyk,@muhammadmustakim7712,"Semoga bapak dedi jadi pemimpin indonesia dimasa kelanjutan nya keren bgt baru ada yg merakyat sepertih ini jabar bangga punya kang dedi masyallah,,,",2025-05-02T10:11:21Z
yjMq_VX7Jyk,@UjangRuslan-s6o,💪💪💪👍👏Bravo Pak Gubernur Jabar.,2025-05-02T08:23:55Z
yjMq_VX7Jyk,@mulyanamendol3088,🤔🥱🥱😓😞,2025-05-02T07:09:10Z
yjMq_VX7Jyk,@irmabachran3549,"Ini contoh gubernur yang amanah, pintar dan open minded.👍",2025-05-02T07:01:01Z
yjMq_VX7Jyk,@SamsungJ-ig2so,"KDM,,lagi memberikan pelajaran ke anak kuliah di ruang dpr Ri,,,,,",2025-05-02T06:59:16Z
yjMq_VX7Jyk,@ngurahdiatmika7523,luar biasa gubernur jawa barat ini,2025-05-02T06:46:28Z
yjMq_VX7Jyk,@6LJOE,ini bapak harusnya jadi mentri,2025-05-02T06:37:37Z
yjMq_VX7Jyk,@ufaira_qilbis5,Makan sehat gratis di Papua bikin anak-anak siap bersaing jadi generasi tangguh,2025-05-02T06:20:34Z
yjMq_VX7Jyk,@TirtaMarga,baru kali ini saya tertarik nonton sampe beres... pokonamah Bapa Aing,2025-05-02T06:13:38Z
yjMq_VX7Jyk,@KasimKasim-e1k,Kdm lbh baik asal jagn anis saja,2025-05-02T06:03:56Z
yjMq_VX7Jyk,@ifanwahyudi1425,Semuanya  ada rekomendasi kembali ke lektop 😂,2025-05-02T05:53:39Z
yjMq_VX7Jyk,@ridwanm1352,Mantapp masukan pak kdm❤,2025-05-02T05:45:24Z
yjMq_VX7Jyk,@bearsgaming8541,Setuju kdm jadi ri 1 idenya ada aja untuk  maju kdm orang cerdas mencintai rakyatnya.,2025-05-02T05:12:49Z
yjMq_VX7Jyk,@ekoyuswanto4579,Yg lain langsung kecut mukanya.,2025-05-02T05:02:38Z
yjMq_VX7Jyk,@salmanfariesy8182,"Kalo alokasi dana daerah berdasarkan jumlah masyarakatnya, maka indonesia timur akan menerima fiskal kecil sekali, ini akan berdampak makin tinggi kesenjangan antara pembangunan di jawa dan dengan indonesia timur. Mungkin perlu diformulasikan dengan pendapatan dari dearah yg masuk ke pusat misalnya dari sektor pertambangan agar pembangunan lebih merata lagi",2025-05-02T04:44:41Z
yjMq_VX7Jyk,@hamidalsaren8772,Betul KDM  berpikir cerdas dan bertindak cermat,2025-05-02T04:31:26Z
yjMq_VX7Jyk,@ariefsetyani3061,Bpk gubernur..klo blh sya ingin sekali ketemu dgn bpk..🙏🙏🙏🙏karna sya akan menjual villa sya..kyanya hanya bpk yg cocok utk membeli villa tersebut..mohon pak gimana caranya klo ingin Bertemu dgn bpk..🙏🙏🙏🙏,2025-05-02T04:18:11Z
yjMq_VX7Jyk,@ifa_mulyani1,"Dukung terus ekonomi kreatif, biar produk lokal makin digemari dan dikenal luas",2025-05-02T04:08:00Z
yjMq_VX7Jyk,@Fahri-tn4bg,Setuju banget..isi nya pak daging semua pak.,2025-05-02T04:06:26Z
yjMq_VX7Jyk,@DaeMelantutorial86,KDM adalah contoh bagi semua pemimpin,2025-05-02T03:49:31Z
yjMq_VX7Jyk,@rian_fahrezih,"Ekonomi kreatif berkembang pesat di era digital, tinggal terusin tren ini supaya ekonomi makin maju",2025-05-02T03:43:08Z
yjMq_VX7Jyk,@sitiukan4846,Malu sendiri gubernur KALTiM sdh di jwb oleh KDM.,2025-05-02T02:42:48Z
yjMq_VX7Jyk,@andikaandi2127,KDM sampai salah sebut berbatasan ibu kota jd di ralat lg jd JKT 😂. Salut sama beliau,2025-05-02T02:36:20Z
yjMq_VX7Jyk,@billyringgo4264,"Isinya daging semua. 
Dan kebaikan semua.",2025-05-02T02:20:55Z
yjMq_VX7Jyk,@BisnisCenter,"Ya Allah, bener bener merinding pemaran KDM dlm memperjuangkan rakyat, semoga sehat selalu KDM, next RI1",2025-05-02T01:13:10Z
yjMq_VX7Jyk,@CaturBudi-n3z,"Mantep , ngeasai materi dan keberpihakan kepada warganya",2025-05-02T01:06:31Z
yjMq_VX7Jyk,@Ateupps01,"Pinter s gla2 nya bapk aing mh tdk d ragukan lgi, keuna kana mamarasna mun nyarios teh.❤",2025-05-01T22:49:28Z
yjMq_VX7Jyk,@jk240379,Gubernur katim kirim ke barak biar ga ceungengesan,2025-05-01T22:08:32Z
yjMq_VX7Jyk,@IrwanAbdillah-pw1ud,Luar biasa bapak aing ❤❤❤,2025-05-01T18:06:27Z
yjMq_VX7Jyk,@safuanefendi3545,Mantap pak KDM,2025-05-01T17:06:09Z
yjMq_VX7Jyk,@ArisJambrek,Hebat eh bapak kdm,2025-05-01T16:58:50Z
yjMq_VX7Jyk,@BurhanudinSalman,Mantap bapak aing idenya Sangat cemerlang KDM gubernur Jawa Barat benar2 sosok seorang pemimpin yang punya jiwa kepemimpinan semoga panjang umur sehat selalu dlm lindungan Alloh SWT amiin,2025-05-01T16:36:11Z
yjMq_VX7Jyk,@advischanel8869,Kita lihat apakah DPR bisa menyelesai kan masalah yang ada di JABAR dengan kebijakan yang nyata atau hanya kajian saja tanpa ada tindakan yang nyata...😊 semoga saja DPR sekarang tidak hanya omong kosong.,2025-05-01T16:04:12Z
yjMq_VX7Jyk,@chakra_orizasativa1975,Sangat cerdas KDM,2025-05-01T15:54:55Z
yjMq_VX7Jyk,@kakindrawati8299,Sehat selalu bapak aing ❤❤❤semoga suatu saat kami bisa ketemu,2025-05-01T15:28:43Z
yjMq_VX7Jyk,@budimanman2433,Tikus-tikus kantor plonga-plongo 😂 mantap bapa aing❤,2025-05-01T15:12:54Z
yjMq_VX7Jyk,@papihaplesgonzales,Klo masih ada yg nyinyir... Real keturunan KNIL Belanda,2025-05-01T14:14:43Z
yjMq_VX7Jyk,@akhtarboy5247,Mestinya Jabar bersyukur punya kdm yg bijak dan realistiss...salam dr sumbar,2025-05-01T13:16:18Z
yjMq_VX7Jyk,@kangbrewoktjml7495,❤❤❤👌👍👍👍🙏,2025-05-01T13:00:27Z
yjMq_VX7Jyk,@setiawansetiawan6583,"Satu ruangan rapat yg paling pinter cm KDM yg lain cm jd penggembira😅😅....
Semua yg di sampaikan reel gk mbulet sesuai lapangan....
Yg lain cm katanya,,, datanya dari mana jg gk tau, tp klo KDM semua yg di sampaikan sesuai yg di hadapi dan terjun langsung....",2025-05-01T12:56:23Z
yjMq_VX7Jyk,@udiksriyanto7442,"Yang lain cuma baca teks KDM , bicara Tampa ,teks👍👍👍👍👍👍👍👍👍",2025-05-01T12:09:30Z
yjMq_VX7Jyk,@AMELIAOHAMELIA,"Kita ke sini cuma mau liat bpk aing 😊 ada apa ya . Mudah"" an makin banyak pejabat / petingi yg punya ketulusan dan pengorbanan kayak beliau 😊",2025-05-01T11:02:31Z
yjMq_VX7Jyk,@jalalludin9847,"saya tau dia memuji diakhir, tapi. kesalahan pertama bilang gubernur konten ditempat rapat, kedua. ucapannya kurang akurat, aturan gini. gubernur konten yg bermamfaat bagi masarakat harus di contoh, lagian kang dedi buat konten banyak yg nyata tidak omon omon, terimakasih",2025-05-01T10:42:02Z
yjMq_VX7Jyk,@Belahok86,Memang cerdas org ini semua problem bs lamgsng d buat solusinya,2025-05-01T10:38:36Z
yjMq_VX7Jyk,@wildanmubarok6715,gimana y persaan wrga kaltim melihat gubernurnya seperti itu ?,2025-05-01T10:14:42Z
yjMq_VX7Jyk,@ebenezer-sihotang-channel,Mantap Bapak Gubernur Jabar,2025-05-01T10:07:07Z
yjMq_VX7Jyk,@chandragoenawan1583,"Saatnya melakukan pembersihan dan perbaikan, pecat saja pejabat BUMD yang tidak mampu bekerja",2025-05-01T09:39:18Z
yjMq_VX7Jyk,@dindalufiana5200,Sudah tidak di ragukan memang 👍👍👍 ga bisa berkata lg saing bagus y mau turun lengsung dan dalam duduk di meja penting pun yg di bicarakan y  apa yg terjadi di lapangan sesungguh y dan pembahasan y daging semua bagus 👌,2025-05-01T09:12:42Z
yjMq_VX7Jyk,@mahadisyahputra4757,Pak dedi pindah aja pak ke medan jdi gubernur sumatera utara.,2025-05-01T08:29:13Z
yjMq_VX7Jyk,@ainanurilestari8883,"Mudah""an bapa Dedi bisa nyaba k rumpin",2025-05-01T07:37:11Z
yjMq_VX7Jyk,@satuduatiga6792,"Gas pak kdm untuk percepatan kabupaten Bogor, terutama adminstrasi kependudukan (ktp, kk, akte kelahiran dll) agar dipermudah Dan tidak perlu berpusat ke cibinong yg merepotkan",2025-05-01T07:02:58Z
yjMq_VX7Jyk,@charliscaplin6359,"Guna DPR di video ini cuman bertanya saja tanpa mem praktekan dan memberikan solusi kepada rakyat seperti Patung saja kaya Judge di pengadilan, pdhal pak KDM sangat bagus menginspirasi",2025-05-01T06:59:45Z
yjMq_VX7Jyk,@riykichenel5347,KDM di samain sama mulyono? yang bener aja bro. dari cara ngomong aja beda jauh. klo KDM tuh perbandingan nya sama AHOK. asli,2025-05-01T06:42:46Z
